id,type,file_path,line_number,string_name,original_text,translation,context,notes
3801,source_code,app\src\main\java\io\legado\app\help\JsEncodeUtils.kt,303,,过于繁琐弃用,,"""过于繁琐弃用"",",Chinese parts: 过于繁琐弃用
3802,source_code,app\src\main\java\io\legado\app\help\JsEncodeUtils.kt,313,,过于繁琐弃用,,"""过于繁琐弃用"",",Chinese parts: 过于繁琐弃用
3803,source_code,app\src\main\java\io\legado\app\help\JsEncodeUtils.kt,334,,过于繁琐弃用,,"""过于繁琐弃用"",",Chinese parts: 过于繁琐弃用
3804,source_code,app\src\main\java\io\legado\app\help\JsEncodeUtils.kt,358,,过于繁琐弃用,,"""过于繁琐弃用"",",Chinese parts: 过于繁琐弃用
3805,source_code,app\src\main\java\io\legado\app\help\JsEncodeUtils.kt,387,,过于繁琐弃用,,"""过于繁琐弃用"",",Chinese parts: 过于繁琐弃用
3806,source_code,app\src\main\java\io\legado\app\help\JsEncodeUtils.kt,412,,过于繁琐弃用,,"""过于繁琐弃用"",",Chinese parts: 过于繁琐弃用
3807,source_code,app\src\main\java\io\legado\app\help\JsExtensions.kt,269,,内容获取失败或者为空,,"NoStackTraceException(""$path 内容获取失败或者为空"")",Chinese parts: 内容获取失败或者为空
3808,source_code,app\src\main\java\io\legado\app\help\JsExtensions.kt,294,,首次下载,,"log(""首次下载 $urlStr >> $path"")",Chinese parts: 首次下载
3809,source_code,app\src\main\java\io\legado\app\help\JsExtensions.kt,439,,转,,/* Str转ByteArray */,Chinese parts: 转
3810,source_code,app\src\main\java\io\legado\app\help\JsExtensions.kt,448,,转,,/* ByteArray转Str */,Chinese parts: 转
3811,source_code,app\src\main\java\io\legado\app\help\JsExtensions.kt,494,,解码为字节数组,,/* HexString 解码为字节数组 */,Chinese parts: 解码为字节数组
3812,source_code,app\src\main\java\io\legado\app\help\JsExtensions.kt,499,,解码为,,/* hexString 解码为utf8String*/,Chinese parts: 解码为
3813,source_code,app\src\main\java\io\legado\app\help\JsExtensions.kt,504,,编码为,,/* utf8 编码为hexString */,Chinese parts: 编码为
3814,source_code,app\src\main\java\io\legado\app\help\JsExtensions.kt,576,,非法路径,,"throw SecurityException(""非法路径"")",Chinese parts: 非法路径
3815,source_code,app\src\main\java\io\legado\app\help\JsExtensions.kt,752,,未发现内容,,"log(""getZipContent 未发现内容"")",Chinese parts: 未发现内容
3816,source_code,app\src\main\java\io\legado\app\help\JsExtensions.kt,803,,方法已过时,,"log(""queryBase64TTF(String)方法已过时,并将在未来删除；请无脑使用queryTTF(Any)替代，",Chinese parts: 方法已过时
3817,source_code,app\src\main\java\io\legado\app\help\JsExtensions.kt,803,,并将在未来删除,,"(""queryBase64TTF(String)方法已过时,并将在未来删除；请无脑使用queryTTF(Any)替代，新方法支持传入",Chinese parts: 并将在未来删除
3818,source_code,app\src\main\java\io\legado\app\help\JsExtensions.kt,803,,请无脑使用,,"ase64TTF(String)方法已过时,并将在未来删除；请无脑使用queryTTF(Any)替代，新方法支持传入 url、本地",Chinese parts: 请无脑使用
3819,source_code,app\src\main\java\io\legado\app\help\JsExtensions.kt,803,,替代,,"已过时,并将在未来删除；请无脑使用queryTTF(Any)替代，新方法支持传入 url、本地文件、base64、ByteA",Chinese parts: 替代
3820,source_code,app\src\main\java\io\legado\app\help\JsExtensions.kt,803,,新方法支持传入,,",并将在未来删除；请无脑使用queryTTF(Any)替代，新方法支持传入 url、本地文件、base64、ByteArray 自动判",Chinese parts: 新方法支持传入
3821,source_code,app\src\main\java\io\legado\app\help\JsExtensions.kt,803,,本地文件,,使用queryTTF(Any)替代，新方法支持传入 url、本地文件、base64、ByteArray 自动判断&自动缓存，特殊,Chinese parts: 本地文件
3822,source_code,app\src\main\java\io\legado\app\help\JsExtensions.kt,803,,自动判断,,持传入 url、本地文件、base64、ByteArray 自动判断&自动缓存，特殊情况需禁用缓存请传入第二可选参数false:,Chinese parts: 自动判断
3823,source_code,app\src\main\java\io\legado\app\help\JsExtensions.kt,803,,自动缓存,,rl、本地文件、base64、ByteArray 自动判断&自动缓存，特殊情况需禁用缓存请传入第二可选参数false:Boole,Chinese parts: 自动缓存
3824,source_code,app\src\main\java\io\legado\app\help\JsExtensions.kt,803,,特殊情况需禁用缓存请传入第二可选参数,,"文件、base64、ByteArray 自动判断&自动缓存，特殊情况需禁用缓存请传入第二可选参数false:Boolean"")",Chinese parts: 特殊情况需禁用缓存请传入第二可选参数
3825,source_code,app\src\main\java\io\legado\app\help\JsExtensions.kt,852,,获取字体处理类出错,,"AppLog.put(""[queryTTF] 获取字体处理类出错"", e)",Chinese parts: 获取字体处理类出错
3826,source_code,app\src\main\java\io\legado\app\help\JsExtensions.kt,874,,这里不能用,,"rray = text.toStringArray() //这里不能用toCharArray,因为有些文字占多个字节",Chinese parts: 这里不能用
3827,source_code,app\src\main\java\io\legado\app\help\JsExtensions.kt,874,,因为有些文字占多个字节,,"ingArray() //这里不能用toCharArray,因为有些文字占多个字节",Chinese parts: 因为有些文字占多个字节
3828,source_code,app\src\main\java\io\legado\app\help\JsExtensions.kt,883,,轮廓数据不存在,,getGlyfByUnicode(oldCode)  // 轮廓数据不存在,Chinese parts: 轮廓数据不存在
