id,type,file_path,line_number,string_name,original_text,translation,context,notes
5201,source_code,app\src\main\java\io\legado\app\model\localBook\TextFile.kt,380,,在,Trong,"gth > maxLengthWithNoToc) { //在buffer中一章的终止点",Chinese parts: 在
5202,source_code,app\src\main\java\io\legado\app\model\localBook\TextFile.kt,380,,中一章的终止点,điểm kết thúc của một chương,"axLengthWithNoToc) { //在buffer中一章的终止点",Chinese parts: 中一章的终止点
5203,source_code,app\src\main\java\io\legado\app\model\localBook\TextFile.kt,393,,第,Chương,"chapter.title = ""第${blockPos}章($chapterPos)""",Chinese parts: 第
5204,source_code,app\src\main\java\io\legado\app\model\localBook\TextFile.kt,393,,章,chương,"chapter.title = ""第${blockPos}章($chapterPos)""",Chinese parts: 章
5205,source_code,app\src\main\java\io\legado\app\model\localBook\TextFile.kt,417,,第,Chương,"chapter.title = ""第${blockPos}章(${chapterPos})""",Chinese parts: 第
5206,source_code,app\src\main\java\io\legado\app\model\localBook\TextFile.kt,417,,章,chương,"chapter.title = ""第${blockPos}章(${chapterPos})""",Chinese parts: 章
5207,source_code,app\src\main\java\io\legado\app\model\localBook\TextFile.kt,444,,目录规则正则语法错误,Lỗi cú pháp regex quy tắc mục lục,"AppLog.put(""TXT目录规则正则语法错误:${tocRule.name}\n$e"", e)",Chinese parts: 目录规则正则语法错误
5208,source_code,app\src\main\java\io\legado\app\model\localBook\UmdFile.kt,90,,书籍导入异常,Lỗi nhập sách,"book.intro = ""书籍导入异常""",Chinese parts: 书籍导入异常
5209,source_code,app\src\main\java\io\legado\app\model\remote\RemoteBookWebDav.kt,35,,网络不可用,Mạng không khả dụng,"throw NoStackTraceException(""网络不可用"")",Chinese parts: 网络不可用
5210,source_code,app\src\main\java\io\legado\app\model\remote\RemoteBookWebDav.kt,53,,网络不可用,Mạng không khả dụng,"throw NoStackTraceException(""网络不可用"")",Chinese parts: 网络不可用
5211,source_code,app\src\main\java\io\legado\app\model\remote\RemoteBookWebDav.kt,61,,没有设置书籍保存位置,Chưa thiết lập vị trí lưu sách,"throw NoStackTraceException(""没有设置书籍保存位置!"")",Chinese parts: 没有设置书籍保存位置
5212,source_code,app\src\main\java\io\legado\app\model\remote\RemoteBookWebDav.kt,62,,网络不可用,Mạng không khả dụng,"throw NoStackTraceException(""网络不可用"")",Chinese parts: 网络不可用
5213,source_code,app\src\main\java\io\legado\app\model\remote\RemoteBookWebDav.kt,70,,网络不可用,Mạng không khả dụng,"throw NoStackTraceException(""网络不可用"")",Chinese parts: 网络不可用
5214,source_code,app\src\main\java\io\legado\app\model\remote\RemoteBookWebDav.kt,86,,网络不可用,Mạng không khả dụng,"throw NoStackTraceException(""网络不可用"")",Chinese parts: 网络不可用
5215,source_code,app\src\main\java\io\legado\app\model\rss\Rss.kt,81,,获取成功,Lấy thành công,"ug.log(rssSource.sourceUrl, ""≡获取成功:${rssSource.sourceUrl}"")",Chinese parts: 获取成功
