id,type,file_path,line_number,string_name,original_text,translation,context,notes
5651,source_code,app\src\main\java\io\legado\app\data\entities\rule\ContentRule.kt,20,,返回解密后的,Trả về đã giải mã,,"ing? = null, //图片bytes二次解密js, 返回解密后的bytes",Chinese parts: 返回解密后的
5652,source_code,app\src\main\java\io\legado\app\data\entities\rule\ContentRule.kt,21,,购买操作,Thao tác mua,,"yAction: String? = null,    //购买操作,js或者包含{{js}}的url",Chinese parts: 购买操作
5653,source_code,app\src\main\java\io\legado\app\data\entities\rule\ContentRule.kt,21,,或者包含,hoặc chứa,,"": String? = null,    //购买操作,js或者包含{{js}}的url",Chinese parts: 或者包含
5654,source_code,app\src\main\java\io\legado\app\data\entities\rule\ContentRule.kt,21,,的,của,,"= null,    //购买操作,js或者包含{{js}}的url",Chinese parts: 的
5655,source_code,app\src\main\java\io\legado\app\data\entities\rule\ReviewRule.kt,10,,段评,Bình luận đoạn,,"": String? = null,          // 段评URL",Chinese parts: 段评
5656,source_code,app\src\main\java\io\legado\app\data\entities\rule\ReviewRule.kt,11,,段评发布者头像,Ảnh đại diện người đăng bình luận đoạn,,"e: String? = null,         // 段评发布者头像",Chinese parts: 段评发布者头像
5657,source_code,app\src\main\java\io\legado\app\data\entities\rule\ReviewRule.kt,12,,段评内容,Nội dung bình luận đoạn,,"le: String? = null,        // 段评内容",Chinese parts: 段评内容
5658,source_code,app\src\main\java\io\legado\app\data\entities\rule\ReviewRule.kt,13,,段评发布时间,Thời gian đăng bình luận đoạn,,"ule: String? = null,       // 段评发布时间",Chinese parts: 段评发布时间
5659,source_code,app\src\main\java\io\legado\app\data\entities\rule\ReviewRule.kt,14,,获取段评回复,Lấy phản hồi bình luận đoạn,,"teUrl: String? = null,     // 获取段评回复URL",Chinese parts: 获取段评回复
5660,source_code,app\src\main\java\io\legado\app\data\entities\rule\ReviewRule.kt,17,,点赞,Thích,,"": String? = null,          // 点赞URL",Chinese parts: 点赞
5661,source_code,app\src\main\java\io\legado\app\data\entities\rule\ReviewRule.kt,18,,点踩,Không thích,,"rl: String? = null,        // 点踩URL",Chinese parts: 点踩
5662,source_code,app\src\main\java\io\legado\app\data\entities\rule\ReviewRule.kt,19,,发送回复,Gửi phản hồi,,"wUrl: String? = null,      // 发送回复URL",Chinese parts: 发送回复
5663,source_code,app\src\main\java\io\legado\app\data\entities\rule\ReviewRule.kt,20,,发送回复段评,Gửi phản hồi bình luận đoạn,,"Url: String? = null,       // 发送回复段评URL",Chinese parts: 发送回复段评
5664,source_code,app\src\main\java\io\legado\app\data\entities\rule\ReviewRule.kt,21,,删除段评,Xóa bình luận đoạn,,"": String? = null,          // 删除段评URL",Chinese parts: 删除段评
5665,source_code,app\src\main\java\io\legado\app\data\entities\rule\SearchRule.kt,13,,校验关键字,Xác thực từ khóa,,/**校验关键字**/,Chinese parts: 校验关键字
5666,source_code,app\src\main\java\io\legado\app\api\controller\BookController.kt,51,,还没有添加小说,Chưa thêm truyện nào,,"returnData.setErrorMsg(""还没有添加小说"")",Chinese parts: 还没有添加小说
5667,source_code,app\src\main\java\io\legado\app\api\controller\BookController.kt,102,,为空,trống,,"eturnData.setErrorMsg(""bookUrl为空"")",Chinese parts: 为空
5668,source_code,app\src\main\java\io\legado\app\api\controller\BookController.kt,104,,图片链接为空,Liên kết hình ảnh trống,,"eturn returnData.setErrorMsg(""图片链接为空"")",Chinese parts: 图片链接为空
5669,source_code,app\src\main\java\io\legado\app\api\controller\BookController.kt,108,,不对,không đúng,,"eturnData.setErrorMsg(""bookUrl不对"")",Chinese parts: 不对
5670,source_code,app\src\main\java\io\legado\app\api\controller\BookController.kt,127,,参数,Tham số,,"eturn returnData.setErrorMsg(""参数url不能为空，请指定书籍地址"")",Chinese parts: 参数
5671,source_code,app\src\main\java\io\legado\app\api\controller\BookController.kt,127,,不能为空,không được để trống,,"returnData.setErrorMsg(""参数url不能为空，请指定书籍地址"")",Chinese parts: 不能为空
5672,source_code,app\src\main\java\io\legado\app\api\controller\BookController.kt,127,,请指定书籍地址,vui lòng chỉ định địa chỉ sách,,"rnData.setErrorMsg(""参数url不能为空，请指定书籍地址"")",Chinese parts: 请指定书籍地址
5673,source_code,app\src\main\java\io\legado\app\api\controller\BookController.kt,130,,未在数据库找到对应书籍,Không tìm thấy sách tương ứng trong cơ sở dữ liệu,,"eturn returnData.setErrorMsg(""未在数据库找到对应书籍，请先添加"")",Chinese parts: 未在数据库找到对应书籍
5674,source_code,app\src\main\java\io\legado\app\api\controller\BookController.kt,130,,请先添加,vui lòng thêm trước,,"Data.setErrorMsg(""未在数据库找到对应书籍，请先添加"")",Chinese parts: 请先添加
5675,source_code,app\src\main\java\io\legado\app\api\controller\BookController.kt,139,,未找到对应书源,Không tìm thấy nguồn sách tương ứng,,"eturn returnData.setErrorMsg(""未找到对应书源,请换源"")",Chinese parts: 未找到对应书源
5676,source_code,app\src\main\java\io\legado\app\api\controller\BookController.kt,139,,请换源,vui lòng đổi nguồn,,"turnData.setErrorMsg(""未找到对应书源,请换源"")",Chinese parts: 请换源
5677,source_code,app\src\main\java\io\legado\app\api\controller\BookController.kt,163,,参数,Tham số,,"eturn returnData.setErrorMsg(""参数url不能为空，请指定书籍地址"")",Chinese parts: 参数
5678,source_code,app\src\main\java\io\legado\app\api\controller\BookController.kt,163,,不能为空,không được để trống,,"returnData.setErrorMsg(""参数url不能为空，请指定书籍地址"")",Chinese parts: 不能为空
5679,source_code,app\src\main\java\io\legado\app\api\controller\BookController.kt,163,,请指定书籍地址,vui lòng chỉ định địa chỉ sách,,"rnData.setErrorMsg(""参数url不能为空，请指定书籍地址"")",Chinese parts: 请指定书籍地址
5680,source_code,app\src\main\java\io\legado\app\api\controller\BookController.kt,180,,参数,Tham số,,"eturn returnData.setErrorMsg(""参数url不能为空，请指定书籍地址"")",Chinese parts: 参数
5681,source_code,app\src\main\java\io\legado\app\api\controller\BookController.kt,180,,不能为空,không được để trống,,"returnData.setErrorMsg(""参数url不能为空，请指定书籍地址"")",Chinese parts: 不能为空
5682,source_code,app\src\main\java\io\legado\app\api\controller\BookController.kt,180,,请指定书籍地址,vui lòng chỉ định địa chỉ sách,,"rnData.setErrorMsg(""参数url不能为空，请指定书籍地址"")",Chinese parts: 请指定书籍地址
5683,source_code,app\src\main\java\io\legado\app\api\controller\BookController.kt,183,,参数,Tham số,,"eturn returnData.setErrorMsg(""参数index不能为空, 请指定目录序号"")",Chinese parts: 参数
5684,source_code,app\src\main\java\io\legado\app\api\controller\BookController.kt,183,,不能为空,không được để trống,,"eturnData.setErrorMsg(""参数index不能为空, 请指定目录序号"")",Chinese parts: 不能为空
5685,source_code,app\src\main\java\io\legado\app\api\controller\BookController.kt,183,,请指定目录序号,vui lòng chỉ định số thứ tự mục lục,,"ata.setErrorMsg(""参数index不能为空, 请指定目录序号"")",Chinese parts: 请指定目录序号
5686,source_code,app\src\main\java\io\legado\app\api\controller\BookController.kt,197,,未找到,Không tìm thấy,,"eturn returnData.setErrorMsg(""未找到"")",Chinese parts: 未找到
5687,source_code,app\src\main\java\io\legado\app\api\controller\BookController.kt,209,,未找到书源,Không tìm thấy nguồn sách,,"eturn returnData.setErrorMsg(""未找到书源"")",Chinese parts: 未找到书源
5688,source_code,app\src\main\java\io\legado\app\api\controller\BookController.kt,235,,格式不对,Định dạng không đúng,,"eturn returnData.setErrorMsg(""格式不对"")",Chinese parts: 格式不对
5689,source_code,app\src\main\java\io\legado\app\api\controller\BookController.kt,247,,格式不对,Định dạng không đúng,,"eturn returnData.setErrorMsg(""格式不对"")",Chinese parts: 格式不对
5690,source_code,app\src\main\java\io\legado\app\api\controller\BookController.kt,277,,格式不对,Định dạng không đúng,,"eturn returnData.setErrorMsg(""格式不对"")",Chinese parts: 格式不对
5691,source_code,app\src\main\java\io\legado\app\api\controller\BookController.kt,289,,不能为空,không được để trống,,"urnData.setErrorMsg(""fileName 不能为空"")",Chinese parts: 不能为空
5692,source_code,app\src\main\java\io\legado\app\api\controller\BookController.kt,291,,不能为空,không được để trống,,"urnData.setErrorMsg(""fileData 不能为空"")",Chinese parts: 不能为空
5693,source_code,app\src\main\java\io\legado\app\api\controller\BookController.kt,297,,需重新设置书籍保存位置,Cần đặt lại vị trí lưu sách,,"on -> returnData.setErrorMsg(""需重新设置书籍保存位置!"")",Chinese parts: 需重新设置书籍保存位置
5694,source_code,app\src\main\java\io\legado\app\api\controller\BookController.kt,298,,保存书籍错误,Lỗi khi lưu sách,,"se -> returnData.setErrorMsg(""保存书籍错误\n${it.localizedMessage}"")",Chinese parts: 保存书籍错误
5695,source_code,app\src\main\java\io\legado\app\api\controller\BookController.kt,321,,没有配置,Chưa cấu hình,,"eturn returnData.setErrorMsg(""没有配置"")",Chinese parts: 没有配置
5696,source_code,app\src\main\java\io\legado\app\api\controller\BookSourceController.kt,20,,设备源列表为空,Danh sách nguồn thiết bị trống,,"returnData.setErrorMsg(""设备源列表为空"")",Chinese parts: 设备源列表为空
5697,source_code,app\src\main\java\io\legado\app\api\controller\BookSourceController.kt,26,,数据不能为空,Dữ liệu không được để trống,,"eturn returnData.setErrorMsg(""数据不能为空"")",Chinese parts: 数据不能为空
