id,type,file_path,line_number,string_name,original_text,translation,context,notes
5751,source_code,app\src\main\java\io\legado\app\model\analyzeRule\QueryTTF.java,787,,表示这个字形不存在,Glyph này không tồn tại,,ntinue;   // 当前loca与下一个loca相同，表示这个字形不存在,Chinese parts: 表示这个字形不存在
5752,source_code,app\src\main\java\io\legado\app\model\analyzeRule\QueryTTF.java,793,,如果字形轮廓数大于非复合字形中包含的最大轮廓数,Nếu số đường viền của glyph lớn hơn số đường viền tối đa trong glyph không phức hợp,,axp.maxContours) continue; // 如果字形轮廓数大于非复合字形中包含的最大轮廓数，则说明该字形无效。,Chinese parts: 如果字形轮廓数大于非复合字形中包含的最大轮廓数
5753,source_code,app\src\main\java\io\legado\app\model\analyzeRule\QueryTTF.java,793,,则说明该字形无效,thì glyph này không hợp lệ,,e; // 如果字形轮廓数大于非复合字形中包含的最大轮廓数，则说明该字形无效。,Chinese parts: 则说明该字形无效
5754,source_code,app\src\main\java\io\legado\app\model\analyzeRule\QueryTTF.java,831,,点位数据重复上一次数据,Dữ liệu điểm trùng lặp với dữ liệu trước đó,,mple.xCoordinates[n] = 0;  // 点位数据重复上一次数据，那么相对数据变化量就是0,Chinese parts: 点位数据重复上一次数据
5755,source_code,app\src\main\java\io\legado\app\model\analyzeRule\QueryTTF.java,831,,那么相对数据变化量就是,thì lượng thay đổi dữ liệu tương đối là,,nates[n] = 0;  // 点位数据重复上一次数据，那么相对数据变化量就是0,Chinese parts: 那么相对数据变化量就是
5756,source_code,app\src\main\java\io\legado\app\model\analyzeRule\QueryTTF.java,849,,点位数据重复上一次数据,Dữ liệu điểm trùng lặp với dữ liệu trước đó,,mple.yCoordinates[n] = 0;  // 点位数据重复上一次数据，那么相对数据变化量就是0,Chinese parts: 点位数据重复上一次数据
5757,source_code,app\src\main\java\io\legado\app\model\analyzeRule\QueryTTF.java,849,,那么相对数据变化量就是,thì lượng thay đổi dữ liệu tương đối là,,nates[n] = 0;  // 点位数据重复上一次数据，那么相对数据变化量就是0,Chinese parts: 那么相对数据变化量就是
5758,source_code,app\src\main\java\io\legado\app\model\analyzeRule\QueryTTF.java,915,,过滤不存在的字体轮廓,Lọc các đường viền phông chữ không tồn tại,,h == null) return null;    // 过滤不存在的字体轮廓,Chinese parts: 过滤不存在的字体轮廓
5759,source_code,app\src\main\java\io\legado\app\model\analyzeRule\QueryTTF.java,987,,不能用作,Không thể dùng làm,,== null) continue;   // null 不能用作hashmap的key,Chinese parts: 不能用作
5760,source_code,app\src\main\java\io\legado\app\model\analyzeRule\QueryTTF.java,987,,的,của,,ontinue;   // null 不能用作hashmap的key,Chinese parts: 的
5761,source_code,app\src\main\java\io\legado\app\model\analyzeRule\QueryTTF.java,1005,,如果找不到,Nếu không tìm thấy,,(result == null) return 0; // 如果找不到Unicode对应的轮廓索引，就返回默认值0,Chinese parts: 如果找不到
5762,source_code,app\src\main\java\io\legado\app\model\analyzeRule\QueryTTF.java,1005,,对应的轮廓索引,chỉ mục đường viền tương ứng,,ull) return 0; // 如果找不到Unicode对应的轮廓索引，就返回默认值0,Chinese parts: 对应的轮廓索引
5763,source_code,app\src\main\java\io\legado\app\model\analyzeRule\QueryTTF.java,1005,,就返回默认值,thì trả về giá trị mặc định,,urn 0; // 如果找不到Unicode对应的轮廓索引，就返回默认值0,Chinese parts: 就返回默认值
5764,source_code,app\src\main\java\io\legado\app\model\analyzeRule\QueryTTF.java,1027,,如果轮廓数据找不到对应的,Nếu dữ liệu đường viền không tìm thấy,,(result == null) return 0; // 如果轮廓数据找不到对应的Unicode，就返回默认值0,Chinese parts: 如果轮廓数据找不到对应的
5765,source_code,app\src\main\java\io\legado\app\model\analyzeRule\QueryTTF.java,1027,,就返回默认值,thì trả về giá trị mặc định,,urn 0; // 如果轮廓数据找不到对应的Unicode，就返回默认值0,Chinese parts: 就返回默认值
5766,source_code,app\src\main\java\io\legado\app\model\analyzeRule\QueryTTF.java,1039,,水平制表符,Ký tự tab ngang,,"case 0x0009,    // 水平制表符 (Horizontal Tab)",Chinese parts: 水平制表符
