id,type,file_path,line_number,string_name,original_text,translation,context,notes
51,xml_string,app\src\main\res\values-zh\strings.xml,59,layout_list,列表,Danh sách,String resource: layout_list,Chinese parts: 列表
52,xml_string,app\src\main\res\values-zh\strings.xml,60,layout_grid3,网格三列,Lưới 3 cột,String resource: layout_grid3,Chinese parts: 网格三列
53,xml_string,app\src\main\res\values-zh\strings.xml,61,layout_grid4,网格四列,Lưới 4 cột,String resource: layout_grid4,Chinese parts: 网格四列
54,xml_string,app\src\main\res\values-zh\strings.xml,62,layout_grid5,网格五列,Lưới 5 cột,String resource: layout_grid5,Chinese parts: 网格五列
55,xml_string,app\src\main\res\values-zh\strings.xml,63,layout_grid6,网格六列,Lưới 6 cột,String resource: layout_grid6,Chinese parts: 网格六列
56,xml_string,app\src\main\res\values-zh\strings.xml,64,bookshelf_layout,书架布局,Bố cục Kệ sách,String resource: bookshelf_layout,Chinese parts: 书架布局
57,xml_string,app\src\main\res\values-zh\strings.xml,65,view,视图,Chế độ xem,String resource: view,Chinese parts: 视图
58,xml_string,app\src\main\res\values-zh\strings.xml,66,book_library,书城,Kho sách,String resource: book_library,Chinese parts: 书城
59,xml_string,app\src\main\res\values-zh\strings.xml,67,book_local,添加本地,Thêm sách local,String resource: book_local,Chinese parts: 添加本地
60,xml_string,app\src\main\res\values-zh\strings.xml,68,book_source,书源,Nguồn sách,String resource: book_source,Chinese parts: 书源
61,xml_string,app\src\main\res\values-zh\strings.xml,69,book_source_manage,书源管理,Quản lý Nguồn sách,String resource: book_source_manage,Chinese parts: 书源管理
62,xml_string,app\src\main\res\values-zh\strings.xml,70,book_source_manage_desc,新建、导入、编辑或管理书源,Tạo mới, nhập, chỉnh sửa hoặc quản lý nguồn sách,String resource: book_source_manage_desc,"Chinese parts: 新建, 导入, 编辑或管理书源"
63,xml_string,app\src\main\res\values-zh\strings.xml,71,setting,设置,Cài đặt,String resource: setting,Chinese parts: 设置
64,xml_string,app\src\main\res\values-zh\strings.xml,72,theme_setting,主题设置,Cài đặt Giao diện,String resource: theme_setting,Chinese parts: 主题设置
65,xml_string,app\src\main\res\values-zh\strings.xml,73,theme_setting_s,与界面/颜色相关的一些设置,Các cài đặt liên quan đến giao diện, màu sắc,String resource: theme_setting_s,"Chinese parts: 与界面, 颜色相关的一些设置"
66,xml_string,app\src\main\res\values-zh\strings.xml,74,other_setting,其它设置,Cài đặt khác,String resource: other_setting,Chinese parts: 其它设置
67,xml_string,app\src\main\res\values-zh\strings.xml,75,other_setting_s,与功能相关的一些设置,Các cài đặt liên quan đến tính năng,String resource: other_setting_s,Chinese parts: 与功能相关的一些设置
68,xml_string,app\src\main\res\values-zh\strings.xml,76,about,关于,Giới thiệu,String resource: about,Chinese parts: 关于
69,xml_string,app\src\main\res\values-zh\strings.xml,77,donate,捐赠,Ủng hộ,String resource: donate,Chinese parts: 捐赠
70,xml_string,app\src\main\res\values-zh\strings.xml,78,exit,退出,Thoát,String resource: exit,Chinese parts: 退出
71,xml_string,app\src\main\res\values-zh\strings.xml,79,exit_no_save,尚未保存，是否继续编辑,Chưa lưu. Tiếp tục chỉnh sửa?,String resource: exit_no_save,"Chinese parts: 尚未保存, 是否继续编辑"
